,52W High,52W Low,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Gross Margin,Income,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,P\/B,P\/C,P\/S,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volume,Day 1,Day 2,Day 3,Day 4,Day 5,Week,Month
FPRX_11-08-2017,60.98,21.41,3.63,414380.0,4.23,11.57,12.56,0.20879999999999999,10.2,11-08-2017,0.0,-4.24,0.168,-2.248,,-1.24,-4.4,-0.4,-1.264,Nov 06 AMC,195.0,,-117200000.0,Biotechnology,0.024,-0.006500000000000001,0.8640000000000001,-0.0012,0.0,722010000.0,,Yes,2.24,2.06,21.95,-0.1322,-0.31980000000000003,-0.0929,-0.4235,-0.4839,-0.4828,25.86,31.26,,10.2,-0.275,-0.318,-0.174,35.08,1.4,23.84,-0.2872,-0.1195,-0.20129999999999998,32.90M,-0.152,-0.139,Healthcare,0.0687,4.6,Yes,27770000.0,27920000.0,61.44,FPRX,758634,-0.07037747920665394,-0.09404990403071023,-0.16698656429942427,-0.19193857965451055,-0.16890595009596931,0.21030000000000001,0.0842
FRAC_11-15-2017,22.93,12.42,0.7,763500.0,,4.17,0.62,-0.0528,1.4,11-15-2017,0.61,-1.22,21.0408,1.061,0.4,0.24,1.08,,-2.401,Nov 01 AMC,1401.0,0.142,-118600000.0,Oil & Gas Equipment & Services,0.001,0.0,0.423,-0.0679,0.6,1680000000.0,-0.05,Yes,3.49,23.43,1.41,0.0275,-0.08310000000000001,0.10710000000000001,-0.0784,-0.327,,14.57,13.8,-0.1,1.3,-0.168,-0.368,-0.341,35.8,2.1,0.57,-0.0873,-0.1112,-0.0987,1.19B,3.0860000000000003,,Basic Materials,0.2705,10.96,Yes,30920000.0,115300000.0,20.23,FRAC,33544,0.03188405797101446,0.04057971014492745,0.048550724637681064,0.05507246376811592,0.07391304347826089,0.04650000000000001,0.0478
FRTA_11-08-2017,22.76,3.02,0.29,1470000.0,,1.57,0.34,0.17980000000000002,2.9,11-08-2017,12.74,-1.41,0.574,-1.25,,0.04,-0.23,0.129,0.865,Nov 08 BMO,5353.0,0.17600000000000002,-74500000.0,General Building Materials,0.008,1.2599,,0.0508,12.62,323540000.0,,Yes,3.22,14.71,0.21,-0.745,-0.0398,-0.3881,0.0202,-0.7664,-0.7034,5.06,5.97,,1.6,,,0.09300000000000001,72.11,2.8,8.61,0.1802,-0.4661,0.3003,1.57B,0.14400000000000002,0.114,Industrial Goods,0.0576,2.49,Yes,63610000.0,63940000.0,3.94,FRTA,974475,0.3149078726968175,0.39028475711892807,0.4991624790619764,0.3718592964824121,0.4405360134003351,0.0487,0.0567
FSCT_11-27-2017,29.53,24.01,1.28,445800.0,,,1.99,-0.0611,0.8,11-27-2017,,-1.33,0.758,-0.066,,-0.73,-1.21,,-1.743,,800.0,0.705,-82800000.0,Application Software,0.099,,0.607,,,980060000.0,-0.41700000000000004,No,,13.52,5.19,,,,0.053200000000000004,0.0553,,28.66,26.91,-0.439,0.8,-0.544,0.259,0.261,,1.7,0.24,0.0463,0.0463,0.0463,188.70M,0.313,,Technology,,,Yes,29410000.0,36420000.0,32.33,FSCT,106973,,,,,,0.0574,
FTR_11-01-2017,61.05,11.16,0.45,2610000.0,0.62,45.84,5.04,-0.1602,0.7,11-01-2017,5.0,-14.31,0.4,-7.917999999999999,0.073,-1.09,-2.48,-0.40399999999999997,-0.723,Oct 31 AMC,23924.0,0.618,-1112000000.0,Telecom Services - Domestic,0.002,1.3530000000000002,0.652,0.002,4.96,929810000.0,0.032,Yes,0.26,2.4,0.1,-0.4986,-0.0049,-0.2897,0.0707,-0.7611,-0.7992,12.11,10.17,-0.11599999999999999,0.7,-0.039,-0.259,0.051,28.21,2.9,9.15,-0.1411,-0.5838,-0.1813,9.59B,-0.11699999999999999,0.11199999999999999,Technology,0.3073,9.06,Yes,76780000.0,76780000.0,18.92,FTR,1772689,-0.10521140609636193,-0.10324483775811222,-0.2674532940019665,-0.21632251720747298,-0.23205506391347097,0.0415,0.0375
FTR_11-24-2017,57.3,6.25,0.73,3060000.0,0.7,43.83,3.81,-0.057,0.7,11-24-2017,5.21,-13.75,0.40299999999999997,0.32,0.073,-1.02,-2.47,-0.40399999999999997,-0.723,Oct 31 AMC,23181.0,0.616,-1069000000.0,Telecom Services - Domestic,0.001,0.2094,0.6829999999999999,0.0519,5.16,559270000.0,0.038,Yes,0.17,1.96,0.06,-0.6265999999999999,-0.34590000000000004,-0.4171,0.1186,-0.8531,-0.8628,7.9,7.45,-0.115,0.7,-0.038,-0.27,0.051,38.44,3.0,1.82,-0.11019999999999999,-0.6436,-0.2956,9.32B,-0.10800000000000001,0.11199999999999999,Technology,0.3143,7.71,Yes,75070000.0,75070000.0,14.92,FTR,5585240,0.021476510067114152,,,,,0.1284,0.10289999999999999
GBLI_11-21-2017,44.08,34.0,1.04,15640.0,0.87,47.51,3.44,0.16670000000000001,,11-21-2017,0.36,2.93,5.2860000000000005,-1.9469999999999998,0.1,0.46,1.5,0.335,0.679,Nov 09 AMC,430.0,,51800000.0,Property & Casualty Insurance,0.1024,-0.008,0.865,0.0034000000000000002,0.36,747790000.0,0.11900000000000001,No,0.9,12.44,1.45,0.1144,-0.024399999999999998,0.08410000000000001,0.0323,0.11960000000000001,0.17010000000000003,42.78,49.91,0.10099999999999999,,0.025,0.063,0.061,80.24,3.0,1.1,0.18280000000000002,0.2594,0.1808,514.90M,-0.13699999999999998,0.067,Financial,0.0109,8.43,Yes,12120000.0,17480000.0,27.0,GBLI,1240,-0.12582648767782,-0.12362252053696643,-0.14405930675215384,,,0.0281,0.0245
GCAP_11-27-2017,8.95,5.56,0.42,294080.0,0.27,6.23,30.0,-0.0684,,11-27-2017,0.45,0.3,14.6,0.644,0.19,0.14,0.78,0.106,2.05,Oct 26 AMC,741.0,0.743,14600000.0,Investment Brokerage - National,0.035,0.12380000000000001,0.787,0.0018,0.45,306600000.0,0.077,Yes,1.25,0.26,0.86,0.2955,0.2638,0.2182,0.0992,0.1793,0.19940000000000002,8.33,7.76,0.040999999999999995,,0.01,0.051,0.114,61.45,2.5,5.23,0.0699,0.1326,0.1528,355.50M,0.129,0.177,Financial,0.12050000000000001,14.28,Yes,34840000.0,39510000.0,7.67,GCAP,1539405,,,,,,0.0851,0.056900000000000006
GCAP_11-24-2017,8.75,5.56,0.36,263860.0,0.28,6.23,26.26,0.1411,,11-24-2017,0.45,0.3,14.6,0.644,0.19,0.14,0.78,0.106,2.05,Oct 26 AMC,741.0,0.743,14600000.0,Investment Brokerage - National,0.071,0.0499,0.784,-0.002,0.45,376020000.0,0.077,Yes,1.34,0.32,1.06,0.3837,0.3222,0.3056,0.1782,0.266,0.3056,7.3,8.33,0.040999999999999995,,0.01,0.051,0.114,76.37,2.5,8.3,0.1661,0.2159,0.245,355.50M,0.129,0.177,Financial,0.12050000000000001,15.92,Yes,34840000.0,45140000.0,7.67,GCAP,2190695,-0.06842737094837936,,,,,0.057,0.0521
GCO_11-17-2017,72.0,20.9,1.12,512480.0,1.28,47.74,2.23,0.0848,2.4,11-17-2017,0.21,3.55,0.0236,-1.2819999999999998,0.1,1.13,3.46,0.069,0.17,Dec 01 BMO,27200.0,0.49,69900000.0,Apparel Stores,0.042,0.04769999999999999,0.985,-0.0019,0.21,506540000.0,0.040999999999999995,Yes,0.54,11.64,0.18,-0.424,0.1066,0.0858,0.048499999999999995,-0.5821000000000001,-0.6077,25.95,28.15,0.024,0.5,0.045,0.077,0.10300000000000001,69.56,2.7,1.98,0.1202,-0.2775,0.11359999999999999,2.85B,-0.015,0.046,Services,0.10890000000000001,4.08,Yes,19200000.0,19520000.0,27.89,GCO,78090,0.04973357015985802,0.024156305506216613,0.03374777975133214,0.02131438721136769,0.035523978685612745,0.04190000000000001,0.0461
GDEN_11-24-2017,33.02,10.6,1.17,44270.0,0.19,10.35,1.63,0.0533,1.6,11-24-2017,0.75,1.11,2.0191999999999997,5.215,0.15,-0.04,1.88,0.484,-0.494,Nov 08 AMC,2802.0,0.285,25600000.0,Resorts & Casinos,0.4303,0.0,0.24100000000000002,0.020499999999999997,0.69,883270000.0,0.026000000000000002,Yes,3.25,20.59,2.05,1.062,0.2697,0.49579999999999996,0.09119999999999999,1.7753999999999999,1.6156,31.91,33.61,0.059000000000000004,1.5,0.06,0.11699999999999999,0.044000000000000004,72.9,2.0,1.94,0.1418,0.7201000000000001,0.2732,430.80M,0.039,0.625,Services,0.0101,3.44,Yes,15020000.0,26280000.0,35.0,GDEN,85755,-0.024397500743826295,,,,,0.0363,0.0433
GDOT_11-08-2017,57.7,21.64,1.21,414310.0,0.94,14.36,12.33,0.1491,0.9,11-08-2017,1.11,1.16,0.166,-0.5329999999999999,0.1776,0.27,2.4,-0.001,0.11699999999999999,Nov 07 AMC,974.0,,61000000.0,Credit Services,0.026000000000000002,-0.2205,0.7390000000000001,-0.0519,0.1,2820000000.0,0.098,Yes,3.87,4.5,3.55,0.5514,0.0174,0.20879999999999999,-0.0196,1.3571,1.5209000000000001,55.51,63.78,0.077,0.9,0.035,0.08800000000000001,0.027999999999999997,79.93,2.2,4.52,0.1533,0.6099,0.23550000000000001,792.80M,-0.446,0.09,Financial,0.0317,3.51,Yes,45960000.0,50730000.0,53.33,GDOT,143729,0.009564126685481344,-0.026497334587645027,-0.029946691752900656,-0.04139228598306677,-0.02743806835998741,0.0255,0.0195
GDS_11-03-2017,16.97,6.9,0.91,314030.0,,4.58,2.34,-0.05,1.2,11-03-2017,1.9,-0.88,0.386,0.85,,-0.13,-0.27,,-3.64,Dec 04 BMO,609.0,0.261,-46300000.0,Data Storage Devices,0.7275,0.0,0.19899999999999998,0.0004,1.66,1490000000.0,0.044000000000000004,No,3.45,6.74,7.63,0.9640000000000001,0.349,0.7986,0.0582,0.8384,0.5186999999999999,15.81,15.02,-0.23800000000000002,1.2,-0.037000000000000005,-0.15,-0.005,60.05,1.8,2.93,0.0529,0.6118,0.23989999999999997,195.10M,0.425,,Technology,0.011200000000000002,3.16,Yes,88940000.0,94170000.0,14.75,GDS,68330,0.08455392809587225,0.1764314247669776,0.2163781624500667,0.3681757656458058,0.262982689747004,0.0753,0.0661
GDS_11-13-2017,19.42,6.9,1.04,369600.0,,4.58,2.37,0.0902,1.2,11-13-2017,1.9,-0.88,0.386,0.85,,-0.12,-0.27,,-3.64,Nov 09 BMO,609.0,0.261,-46300000.0,Data Storage Devices,0.7275,0.0,0.19899999999999998,-0.003,1.66,1760000000.0,0.044000000000000004,No,4.12,7.95,9.0,1.3711000000000002,0.4346,1.0534000000000001,0.1745,1.1919,0.9393,18.85,20.55,-0.23800000000000002,1.2,-0.037000000000000005,-0.15,-0.005,85.31,1.8,20.52,0.3073,1.1396,0.5643,195.10M,0.425,,Technology,0.4804,3.11,Yes,2390000.0,93160000.0,15.69,GDS,582535,-0.07688564476885651,-0.05547445255474459,-0.03649635036496346,-0.04622871046228705,-0.030170316301703193,0.07150000000000001,0.0699
GERN_10-31-2017,3.15,1.81,0.07,1050000.0,2.63,0.71,0.6,0.0922,9.1,10-31-2017,0.0,-0.16,0.889,0.259,0.05,-0.05,-0.02,0.249,0.053,Nov 01 AMC,15.0,,-25600000.0,Biotechnology,0.001,0.0,0.392,0.0025,0.0,327910000.0,,Yes,2.9,3.46,55.58,-0.2077,-0.055,-0.08039999999999999,0.0148,-0.0048,0.051,2.06,2.25,,9.1,-0.19699999999999998,-0.213,-0.25,63.61,2.7,20.59,0.056299999999999996,-0.0493,0.055099999999999996,5.90M,0.0,0.204,Healthcare,0.179,26.98,Yes,158380000.0,159180000.0,3.75,GERN,1608262,0.008888888888888946,-0.08888888888888902,-0.08888888888888902,-0.057777777777777706,-0.08444444444444443,0.0337,0.0353
GERN_11-02-2017,3.15,1.81,0.09,1070000.0,2.63,0.71,0.6,-0.0553,9.1,11-02-2017,0.0,-0.16,0.889,0.259,0.05,-0.05,-0.02,0.249,0.053,Nov 01 AMC,15.0,,-25600000.0,Biotechnology,0.001,0.0,0.392,0.0025,0.0,345420000.0,,Yes,3.06,3.64,58.55,-0.1654,-0.013600000000000001,0.0046,0.053399999999999996,0.0483,0.1244,2.17,2.05,,9.1,-0.19699999999999998,-0.213,-0.25,43.68,2.7,4.32,-0.0373,-0.1344,-0.0424,5.90M,0.0,0.204,Healthcare,0.179,26.43,Yes,158380000.0,159180000.0,3.75,GERN,344593,0.0,0.034146341463414887,0.004878048780487809,0.009756097560975618,-0.014634146341463317,0.0496,0.0398
GES_11-22-2017,18.3,9.56,0.64,1360000.0,0.44,11.6,3.99,-0.1259,2.8,11-22-2017,0.04,0.11,0.301,-0.525,0.044000000000000004,0.12,0.78,-0.376,-0.7190000000000001,Nov 21 AMC,14300.0,0.33799999999999997,9000000.0,Apparel Stores,0.006,-0.005699999999999999,0.8440000000000001,0.0246,0.04,1420000000.0,0.015,Yes,1.55,4.5,0.63,0.7986,0.0672,0.43829999999999997,0.10529999999999999,0.48350000000000004,0.1536,17.95,15.69,0.004,1.6,0.006,0.009000000000000001,-0.006,41.41,2.8,11.76,-0.0557,0.17859999999999998,-0.0475,2.25B,0.053,-0.038,Services,0.1809,7.83,Yes,59060000.0,79350000.0,14.5,GES,1232945,-0.02294455066921608,-0.0388782664117272,,,,0.0461,0.0369
GFF_11-17-2017,27.15,17.65,0.9,87950.0,1.43,9.45,1.44,-0.0547,2.7,11-17-2017,2.53,0.8,0.1765,0.258,0.11,0.35,1.0,0.49200000000000005,-0.069,Nov 22 AMC,6000.0,0.243,34600000.0,General Building Materials,0.2565,0.0,0.7170000000000001,0.0126,2.49,1150000000.0,0.055,Yes,2.51,16.52,0.59,0.1047,0.0771,0.2633,0.12029999999999999,-0.0935,0.1642,23.75,22.45,0.018000000000000002,1.6,0.019,0.08800000000000001,0.06,55.31,2.0,1.55,0.028300000000000002,0.009300000000000001,0.0377,1.94B,0.024,0.013000000000000001,Industrial Goods,0.023700000000000002,9.48,Yes,35140000.0,48280000.0,28.0,GFF,10454,0.020044543429843964,0.024498886414253906,0.04008908685968837,0.02895322939866385,0.006681514476614803,0.0482,0.0374
GFF_11-16-2017,27.15,17.65,0.68,85500.0,1.43,9.45,1.44,0.1211,2.7,11-16-2017,2.53,0.8,0.1765,0.258,0.11,0.35,1.0,0.49200000000000005,-0.069,Nov 22 AMC,6000.0,0.243,34600000.0,General Building Materials,0.2565,0.0,0.7170000000000001,0.0126,2.49,996980000.0,0.055,Yes,2.19,14.37,0.51,-0.0373,-0.0635,0.1192,-0.0259,-0.2118,0.0248,20.65,23.15,0.018000000000000002,1.6,0.019,0.08800000000000001,0.06,63.01,2.0,1.27,0.0647,0.0405,0.0741,1.94B,0.024,0.013000000000000001,Industrial Goods,0.023700000000000002,9.76,Yes,35140000.0,48280000.0,28.0,GFF,8341,-0.030237580993520474,-0.010799136069114423,-0.00647948164146861,0.008639308855291628,-0.002159827213822796,0.0323,0.0329
GGP_11-13-2017,26.82,18.83,0.71,6760000.0,0.76,9.16,0.33,0.066,,11-13-2017,1.7,0.72,-0.0034000000000000002,-0.6679999999999999,0.057,0.21,0.58,0.527,-0.065,Oct 31 BMO,1800.0,0.691,676300000.0,REIT - Retail,0.073,-0.0007000000000000001,0.9670000000000001,-0.0025,1.7,20810000000.0,0.392,Yes,2.42,66.9,9.01,0.0014000000000000002,0.0345,0.0216,0.1623,-0.11130000000000001,-0.1117,22.2,23.67,0.293,,0.03,0.08199999999999999,0.038,69.14,2.3,12.54,0.1416,0.046900000000000004,0.1268,2.31B,0.043,-0.004,Financial,0.0716,9.94,Yes,937450000.0,937450000.0,24.66,GGP,6504266,0.0139416983523446,-0.004647232784115052,0.004647232784114941,0.0076045627376426506,-0.007604562737642762,0.062,0.0335
GHDX_11-09-2017,34.02,26.37,0.81,115060.0,0.7,4.94,3.21,-0.0581,4.0,11-09-2017,0.0,-0.15,10.0,0.568,0.055,-0.03,0.36,-0.295,0.593,Nov 08 AMC,846.0,0.8390000000000001,-5000000.0,Medical Laboratories & Research,0.016,-0.16260000000000002,0.907,0.0022,0.0,1040000000.0,-0.022000000000000002,Yes,6.17,9.49,3.12,-0.0049,-0.045700000000000005,0.0191,-0.059800000000000006,0.0374,0.0121,30.49,28.72,-0.015,4.0,-0.025,-0.032,-0.10800000000000001,26.17,2.7,3.06,-0.12369999999999999,-0.0843,-0.1052,334.50M,0.043,0.09699999999999999,Healthcare,0.0345,10.11,Yes,33680000.0,34180000.0,32.7,GHDX,25317,0.0017409470752089984,-0.010097493036211658,-0.01949860724233976,0.01009749303621188,0.007311977715877438,0.0268,0.024700000000000003
GILT_11-01-2017,7.37,4.12,0.22,18500.0,0.89,3.89,1.46,0.051399999999999994,1.6,11-01-2017,0.06,0.07,,1.581,0.1,,,-0.17800000000000002,0.914,Nov 14 BMO,1068.0,0.293,3700000.0,Communication Equipment,0.132,0.0,0.257,0.0008,0.04,377930000.0,0.027999999999999997,Yes,1.8,4.8,1.31,0.3944,0.155,0.2939,-0.021,0.3972,0.6165999999999999,7.0,7.36,0.013000000000000001,1.5,0.01,0.018000000000000002,-0.002,72.49,,1.1,0.1036,0.34990000000000004,0.1956,289.20M,-0.025,0.026000000000000002,Technology,0.0007000000000000001,1.03,Yes,29390000.0,53990000.0,5.5,GILT,1516,0.009510869565217295,-0.0013586956521740579,0.024456521739130377,0.029891304347825942,0.025815217391304213,0.0361,0.0271
GILT_10-31-2017,7.37,4.12,0.2,17290.0,0.89,3.89,1.46,0.056900000000000006,1.6,10-31-2017,0.06,0.07,,1.581,0.1,,,-0.17800000000000002,0.914,Nov 14 BMO,1068.0,0.293,3700000.0,Communication Equipment,0.132,0.0,0.257,0.0008,0.04,360650000.0,0.027999999999999997,Yes,1.72,4.58,1.25,0.3098,0.1115,0.21899999999999997,-0.0565,0.3333,0.5113,6.68,7.06,0.013000000000000001,1.5,0.01,0.018000000000000002,-0.002,67.11,,14.1,0.065,0.2967,0.153,289.20M,-0.025,0.026000000000000002,Technology,0.0007000000000000001,1.11,Yes,29390000.0,53990000.0,5.5,GILT,18121,0.04249291784702569,0.05240793201133154,0.04107648725212476,0.06798866855524088,0.07365439093484416,0.043,0.0269
GLOB_11-17-2017,47.51,30.9,1.16,220700.0,0.83,6.69,1.05,0.0626,1.6,11-17-2017,0.25,0.84,0.2352,-0.768,0.2,0.34,1.54,0.371,0.121,Nov 16 AMC,5631.0,0.375,30000000.0,Information Technology Services,0.2394,0.0,0.868,0.019799999999999998,0.09,1260000000.0,0.102,Yes,5.35,34.0,3.52,-0.0794,-0.1445,-0.09480000000000001,-0.013500000000000002,0.0738,-0.0771,35.81,38.05,0.084,1.6,0.10099999999999999,0.14,0.147,54.37,2.2,11.61,0.023399999999999997,-0.0226,-0.021,357.90M,0.247,0.29100000000000004,Technology,0.1288,15.45,Yes,26460000.0,35220000.0,41.86,GLOB,196804,0.06911957950065717,0.07621550591327209,0.07043363994743768,0.08909329829172141,0.04388961892247045,0.0311,0.0325
GLUU_11-03-2017,4.73,1.73,0.22,3730000.0,1.77,1.43,0.52,-0.0545,1.2,11-03-2017,0.0,-0.8,2.5,0.13,0.15,-0.03,0.12,-0.126,-9.967,Nov 01 AMC,754.0,0.441,-107300000.0,Multimedia & Graphics Software,0.012,-0.48460000000000003,0.37200000000000005,0.0001,0.0,499920000.0,-0.46799999999999997,Yes,2.69,7.34,2.24,0.54,0.0405,0.2582,0.0322,0.9845,1.0479,3.85,3.64,-0.48100000000000004,1.2,-0.32799999999999996,-0.484,-0.337,41.06,2.2,1.08,-0.1036,0.3011,-0.037599999999999995,223.20M,-0.332,0.221,Technology,0.0424,1.2,Yes,105240000.0,129850000.0,4.17,GLUU,298362,0.03296703296703285,0.01098901098901095,0.05494505494505497,0.06868131868131866,0.07417582417582413,0.06280000000000001,0.0565
GLT_10-31-2017,25.59,16.53,0.37,161840.0,1.36,15.71,1.6,0.053899999999999997,1.6,10-31-2017,0.65,0.2,0.31579999999999997,-3.938,0.0929,0.39,1.5,-0.121,-0.6679999999999999,Oct 31 BMO,4346.0,0.13,9300000.0,Paper & Paper Products,0.009000000000000001,0.0285,0.937,-0.0053,0.63,827220000.0,0.01,Yes,1.22,11.92,0.52,-0.0969,-0.018000000000000002,0.0635,0.0149,-0.2005,-0.11779999999999999,19.1,20.13,0.006,0.8,0.006,0.013999999999999999,0.037000000000000005,72.67,2.3,3.41,0.0556,0.006999999999999999,0.0999,1.58B,-0.049,0.0,Consumer Goods,0.0176,4.67,Yes,43090000.0,43310000.0,22.0,GLT,41047,0.08196721311475419,0.039741679085941506,0.02483854942871333,0.026825633383010583,-0.005961251862891093,0.0197,0.0194
GLUU_11-02-2017,4.73,1.73,0.2,3790000.0,1.77,1.43,0.52,-0.0617,1.2,11-02-2017,0.0,-0.8,2.5,0.13,0.15,-0.03,0.12,-0.126,-9.967,Nov 01 AMC,754.0,0.441,-107300000.0,Multimedia & Graphics Software,0.012,-0.48460000000000003,0.37200000000000005,0.0001,0.0,505120000.0,-0.46799999999999997,Yes,2.72,7.42,2.26,0.6208,0.0318,0.28809999999999997,-0.0177,1.0051999999999999,1.0366,3.89,3.65,-0.48100000000000004,1.2,-0.32799999999999996,-0.484,-0.337,41.96,2.2,3.22,-0.09949999999999999,0.3084,-0.0327,223.20M,-0.332,0.221,Technology,0.0424,1.18,Yes,105240000.0,129850000.0,4.17,GLUU,907293,-0.002739726027397249,0.03013698630136985,0.008219178082191858,0.05205479452054784,0.0657534246575342,0.056799999999999996,0.0536
GMED_11-09-2017,34.03,19.25,0.68,663150.0,0.53,9.41,3.27,0.09029999999999999,7.7,11-09-2017,0.0,1.11,0.0949,0.095,0.1054,0.3,1.38,0.1,-0.078,Nov 08 AMC,1400.0,0.759,107900000.0,Medical Appliances & Equipment,0.001,-0.24600000000000002,0.9570000000000001,0.0062,0.0,3040000000.0,0.254,Yes,3.38,9.74,5.11,0.018600000000000002,0.0724,0.1063,0.0189,0.2834,0.42590000000000006,31.84,34.72,0.18100000000000002,6.1,0.114,0.126,0.122,76.74,2.5,2.09,0.1316,0.1502,0.1457,595.40M,0.10800000000000001,0.11199999999999999,Healthcare,0.1259,13.3,Yes,70060000.0,95490000.0,32.95,GMED,99599,0.02995391705069128,0.06998847926267282,0.08467741935483875,0.0803571428571428,0.06624423963133652,0.0209,0.0209
GLYC_11-27-2017,16.94,3.82,0.75,503800.0,3.09,3.32,3.32,0.1192,17.4,11-27-2017,0.0,-1.24,0.24100000000000002,0.287,,-0.26,-0.85,0.218,-1.228,Nov 08 BMO,42.0,,-32400000.0,Biotechnology,0.005,-0.023,0.875,-0.0159,0.0,482260000.0,,Yes,4.27,4.27,26068.21,0.056600000000000004,0.32899999999999996,0.2048,0.1557,1.3246,1.1484999999999999,12.67,14.18,,17.4,-0.408,-0.444,,69.24,1.6,4.03,0.2005,0.4617,0.1514,0.02M,,,Healthcare,0.1067,7.14,Yes,33720000.0,34010000.0,19.5,GLYC,2031961,,,,,,0.0667,0.0667
GME_11-22-2017,26.84,15.85,0.58,2770000.0,1.3,22.8,2.61,0.0604,1.3,11-22-2017,0.0,3.32,0.0067,-0.182,0.12,0.43,3.33,0.071,-0.099,Nov 21 AMC,23000.0,0.348,340700000.0,Electronics Stores,0.003,0.0,0.95,-0.009899999999999999,0.35,1680000000.0,0.061,Yes,0.73,6.41,0.19,-0.2633,-0.175,-0.2211,0.0334,-0.33770000000000006,-0.2869,16.73,17.74,0.039,0.5,0.07,0.152,0.132,48.65,2.6,13.94,0.009899999999999999,-0.1796,-0.0718,8.74B,0.034,-0.021,Services,0.2796,9.98,Yes,98800000.0,100500000.0,22.05,GME,2963190,-0.018038331454340306,0.024239007891770248,,,,0.035,0.0355
GNC_11-08-2017,15.5,6.19,0.39,2290000.0,0.84,-0.36,0.58,-0.0992,2.4,11-08-2017,,-5.46,-0.1001,-0.33899999999999997,,0.21,1.16,-0.397,-2.583,Oct 26 BMO,6500.0,0.322,-372500000.0,Drug Stores,0.0158,0.41960000000000003,0.685,-0.0275,,436020000.0,-0.128,Yes,,10.87,0.18,-0.068,-0.20550000000000002,-0.34380000000000005,-0.0789,-0.4293,-0.5191,6.3,5.68,-0.151,0.7,-0.184,6.202999999999999,-0.16899999999999998,24.34,3.3,6.87,-0.2391,-0.3007,-0.3141,2.47B,-0.028999999999999998,0.042,Services,0.3483,10.35,Yes,67910000.0,69210000.0,9.28,GNC,1206149,0.05633802816901423,0.029929577464788748,0.052816901408450745,0.040492957746478986,0.08978873239436624,0.0518,0.0508
GNMK_11-03-2017,13.67,7.13,0.31,391010.0,0.84,1.94,1.91,-0.4201,3.6,11-03-2017,0.37,-1.22,0.355,-0.243,,-0.26,-0.69,0.045,-0.146,Nov 02 AMC,308.0,0.517,-56600000.0,Medical Appliances & Equipment,0.031,-0.047400000000000005,,0.0172,0.16,404750000.0,,Yes,3.74,3.8,8.0,-0.4437,-0.24059999999999998,-0.34240000000000004,-0.0608,-0.4069,-0.3006,7.26,4.21,,3.4,-0.603,-1.099,-0.846,9.63,1.5,27.88,-0.4879,-0.6275999999999999,-0.5316,50.60M,-0.008,0.58,Healthcare,0.1814,24.48,Yes,52770000.0,55750000.0,14.36,GNMK,810689,0.0071258907363420665,0.0071258907363420665,0.1757719714964372,,,0.0436,0.039599999999999996
GOGL_11-06-2017,9.95,3.54,0.23,244710.0,2.35,11.31,,0.053899999999999997,4.1,11-06-2017,0.95,-0.4,2.667,0.733,-0.002,-0.06,0.35,-0.175,0.816,Nov 21 BMO,29.0,0.348,-50100000.0,Shipping,0.055999999999999994,0.0,0.268,0.5589,0.95,1090000000.0,-0.045,Yes,0.67,,3.22,0.131,-0.10060000000000001,-0.0524,-0.09630000000000001,0.6136,1.0994,7.6,8.01,-0.14800000000000002,,-0.02,-0.039,-0.035,41.6,1.9,5.95,-0.028399999999999998,0.094,-0.0676,338.70M,0.7929999999999999,0.36,Services,0.013600000000000001,5.19,Yes,93150000.0,143640000.0,9.87,GOGL,111737,0.019975031210986316,-0.009987515605493158,-0.028714107365792718,-0.059925093632958726,-0.11610486891385763,0.023799999999999998,0.0202
GOLD_11-02-2017,108.29,67.54,1.54,489100.0,-0.06,38.0,,-0.0579,4.8,11-02-2017,0.0,3.13,0.2177,0.706,0.028999999999999998,0.71,4.06,-0.08900000000000001,0.302,Nov 09 BMO,2915.0,0.47,297900000.0,Gold,0.039,0.0,0.38299999999999995,0.0109,0.0,9240000000.0,0.392,Yes,2.58,,7.05,0.1548,0.0060999999999999995,0.0325,0.0103,0.2862,0.09269999999999999,98.19,92.5,0.22699999999999998,4.2,0.073,0.085,0.08,31.97,1.8,7.27,-0.056799999999999996,-0.0044,-0.0731,1.31B,0.217,0.044000000000000004,Basic Materials,0.0161,3.05,Yes,92550000.0,94060000.0,111.12,GOLD,264279,-0.009945945945946,-0.01416216216216215,-0.008972972972972948,-0.018918918918918948,-0.024324324324324298,0.0139,0.0127
